"# Resulting classification from model file : model-20170307-012530.pkl"
"Etudiant donne cours de Maths","cours maths particuliers"
"Etudiant donne cours de sciences","cours maths particuliers"
"Cours d''Espagnol","espagnol cours particuliers"
"Cours d'anglais","anglais cours particuliers"
"Donne cours de philosophie","cours maths particuliers"
"Professeur donne cours [Maths]","professeur expérimenté donne"
"Donne cours de CHANT","cours maths particuliers"
"Donne cours de Piano","piano domicile cours"
"Professeur donne cours [Physique]","professeur expérimenté donne"
"Cours particuliers d'anglais","anglais cours particuliers"
"Cours particuliers d'espagnol","espagnol cours particuliers"
"Cours particuliers Math","cours maths particuliers"
"Donne cours d'allemand ","cours maths particuliers"
"Donne cours maths","cours maths particuliers"
"concours paramédicaux, infirmier, ortho","cours maths particuliers"
"préparation concours infirmier","cours maths particuliers"
"Préparation concours orthophoniste","cours maths particuliers"
"préparation concours paramédicaux","cours maths particuliers"
"Cours d'anglais par élève- CPGE","anglais cours particuliers"
"Cours d'histoire par élève en CPGE","cours maths particuliers"
"Cours de français par élève- CPGE","français cours étrangers"
"Cours de littérature par élève- CPGE","cours maths particuliers"
"Cours de philosophie par élève- CPGE","cours maths particuliers"
"Cours d'informatique","informatique formation initiation"
"Donne cours de Sciences Physiques","cours maths particuliers"
"Donne cours Maths","cours maths particuliers"
"1er cours gratuit! donne cours d'anglais","anglais cours particuliers"
"Cours Anglais Adulte","anglais cours particuliers"
"Cours de bases de données","cours maths particuliers"
"Cours de maths","cours maths particuliers"
"Cours de physique","physique cours particuliers"
"Cours de sciences de l’ingénieur","cours maths particuliers"
"cours de CHIMIE","chimie cours collège"
"cours de math","cours maths particuliers"
"Cours de physique","physique cours particuliers"
"Cours d'anglais","anglais cours particuliers"
"Cours d'espagnol","espagnol cours particuliers"
"Cours d'italien","cours maths particuliers"
"cours de français pour les étrangers","français cours étrangers"
"Donne Cours de français/lettres","français cours étrangers"
"Donne cours de philosophie","cours maths particuliers"
"Etudiante donne cours de math","cours maths particuliers"
"Etudiante donne cours de physique","physique cours particuliers"
"Cours de perfectionnement  mathématiques","mathématiques cours particuliers"
"Cours de perfectionnement chimie","chimie cours collège"
"Cours de perfectionnement physique","physique cours particuliers"
"Assistance informatique à  domicile ","informatique formation initiation"
"Conseils avant achat de matériel","cours maths particuliers"
"Cours d'utilisation de l'outil info","cours maths particuliers"
"Cours d'utilisation navigateur internet ","cours maths particuliers"
"Cours de guitare à domicile","piano domicile cours"
"Cours de piano à domicile","piano domicile cours"
"Installation composants sur ordinateur","cours maths particuliers"
"Installation réseau filaire ou wifi","cours maths particuliers"
"Récupération de données","cours maths particuliers"
"Sauvegarde de vos données","cours maths particuliers"
"Cours de maths 2nde à classes prépa","cours maths particuliers"
"Cours de physique - 2nde à classes prépa","cours maths particuliers"
"Cours de grec moderne","cours maths particuliers"
"Professeur propose soutien scolaire","scolaire soutien maths"
"Professeur propose soutien scolaire","scolaire soutien maths"
"Professeur propose soutien scolaire","scolaire soutien maths"
"Aide aux devoirs ","aide devoirs soutien"
"Cours particuliers d'anglais","anglais cours particuliers"
"cours particuliers en maths","cours maths particuliers"
"Pianiste diplômé donne cours de piano","piano domicile cours"
"Professeur des écoles donne cours latin","professeur expérimenté donne"
"Professeur donne cours de français","français cours étrangers"
"Professeur propose soutien scolaire","scolaire soutien maths"
"Certifiée lettres classiques - Grec","cours maths particuliers"
"Certifiée lettres classiques - Latin","cours maths particuliers"
"COURS D'ANGLAIS - Primaire au lycée","anglais cours particuliers"
"COURS D'ESPAGNOL - Primaire au lycée","espagnol cours particuliers"
"Cours d'italien - Tous niveaux","niveaux cours maths"
"COURS D'ANGLAIS A DOMICILE 19€/H","anglais cours particuliers"
"Professeur certifié-Cours d'anglais","professeur expérimenté donne"
"COURS D'ANGLAIS","anglais cours particuliers"
"cours de français pour les étrangers","français cours étrangers"
"Cours d'Economie ","cours maths particuliers"
"Cours d'histoire - géographie","histoire géographie cours"
"Cours de Piano","piano domicile cours"
"COURS D'ANGLAIS à Rouen.","anglais cours particuliers"
"COURS D'ESPAGNOL à Rouen.","espagnol cours particuliers"
"COURS D'ITALIEN à Rouen.","cours maths particuliers"
"Cours de F.L.E. à Rouen.","cours maths particuliers"
"Cours de Français à Rouen.","français cours étrangers"
"Cours de Guitare ","cours maths particuliers"
"Cours de Philosophie à Rouen.","cours maths particuliers"
"Cours de Piano","piano domicile cours"
"Rédaction de lettres et CV.","cours maths particuliers"
"Service à  la personne","cours maths particuliers"
"Soutien scolaire à Rouen.","scolaire soutien maths"
"Télésecrétaire à votre service !","cours maths particuliers"
"Traductions ANGLAIS/ESPAGNOL/ITALIEN/FRA","espagnol cours particuliers"
"Cours particulier allemand","cours maths particuliers"
"Cours particulier anglais","anglais cours particuliers"
"Soutien et cours de Mathématiques","mathématiques cours particuliers"
"Cours d'anglais -Tous niveaux","niveaux cours maths"
"Cours de russe -Tous niveaux","niveaux cours maths"
"Soutien scolaire Français - CP à la 5ème","scolaire soutien maths"
"Soutien scolaire Maths - CP à la 5ème","scolaire soutien maths"
"Cours de maths","cours maths particuliers"
"Cours de physique","physique cours particuliers"
"Soutien scolaire PETIT COUP DE POUSSE ","scolaire soutien maths"
"Speak English with Me","cours maths particuliers"
"Aide aux devoirs et soutien scolaire","aide devoirs soutien"
"Cours de maths - Tous niveaux","niveaux cours maths"
"Cous de Physique - Chimie","chimie cours collège"
"Cours d'allemand tous niveaux","niveaux cours maths"
"Aide aux devoirs-CP au 6ème","aide devoirs soutien"
"Cours de musique guitare ou chant","cours maths particuliers"
"Cours d'espagnol ","espagnol cours particuliers"
"Cours de maths facile","cours maths particuliers"
"Cours de français (collège) ","français cours étrangers"
"Cours particuliers de français","français cours étrangers"
"remise à  niveau du CP au CM2","cours maths particuliers"
"Cours d'espagnol en ligne","espagnol cours particuliers"
"Cours d'histoire-géo (collège et lycée)","lycée collège maths"
"Cours de français - du Collège au Lycée","lycée collège maths"
"Cours de langues -collège et lycée","lycée collège maths"
"Cours de maths -du collège au lycée","lycée collège maths"
"Cours de philosophie niveau Lycée","cours maths particuliers"
"Prépare aux oraux histoire des arts","cours maths particuliers"
"Cours de physique-Chimie","chimie cours collège"
"COURS MATHS ET SOUTIEN SCOLAIRE ","scolaire soutien maths"
"SOUTIEN SCOLAIRE EN MATH","scolaire soutien maths"
"CONCOURS D'ENTREE médico-social","cours maths particuliers"
"CONCOURS D'ENTREE SPECIALISE","cours maths particuliers"
"Cours d'histoire - géographie","histoire géographie cours"
"cours de français (tout niveau tout âge)","français cours étrangers"
"cours de français pour les étrangers","français cours étrangers"
"Cours de maths - primaire au lycée","lycée collège maths"
"Cours de physique-PRIMAIRE AU LYCEE","physique cours particuliers"
"Soutien scolaire-primaire début collège","scolaire soutien maths"
"Aide informatique","informatique formation initiation"
"Cours d'anglais","anglais cours particuliers"
"Cours de bureautique pour débutant","cours maths particuliers"
"Cours particuliers dessin et peinture","cours maths particuliers"
"COURS D'ANGLAIS - du Collège au lycée","lycée collège maths"
"Cours d'italien","cours maths particuliers"
"Cours de grec moderne","cours maths particuliers"
"Cours particuliers d'anglais","anglais cours particuliers"
"Professeur de français/littérature","français cours étrangers"
"Cours de chant","cours maths particuliers"
"Cours de danse moderne Jazz","cours maths particuliers"
"Cours de danse Zumba","cours maths particuliers"
"Cours niveau primaire/collège/lycée","lycée collège maths"
"Cours particuliers - primaire au lycée","cours maths particuliers"
"Enseignante 20 ans d'expérience","cours maths particuliers"
"Enseignante donne cours de chimie","chimie cours collège"
"Enseignante donne cours de physique","physique cours particuliers"
"Expert comptable-Soutien en comptabilité","cours maths particuliers"
"Expert comptable-Soutien en finance","cours maths particuliers"
"préparation concours paramédicaux","cours maths particuliers"
"Soutien en Gestion - tous niveaux","niveaux cours maths"
"Cours d'histoire - géographie","histoire géographie cours"
"Cours de comptabilité-étudiant et pro","cours maths particuliers"
"Cours de gestion - étudiant et pro","cours maths particuliers"
"Professeur agrégé - Cours de français","français cours étrangers"
"professeur agrégé de philosophie","professeur expérimenté donne"
"Cours de Français Langue Étrangère","français cours étrangers"
"Cours de piano-enfant adulte","piano domicile cours"
"Cours particuliers d'anglais","anglais cours particuliers"
"Cours de chimie","chimie cours collège"
"Cours de chimie à domicile","chimie cours collège"
"Cours de maths-lycée à BAC+2","lycée collège maths"
"Cours de physique","physique cours particuliers"
"Docteur en Physique - cours à domicile","piano domicile cours"
"Etudiant école centrale-cours de maths","cours maths particuliers"
"COURS DE SOUTIEN SCOLAIRE CHIMIE","scolaire soutien maths"
"COURS DE SOUTIEN SCOLAIRE PHYSIQUE","scolaire soutien maths"
"COURS DE SOUTIEN SCOLAIRE SVT","scolaire soutien maths"
"COURS-SOUTIEN SCOLAIRE EN MATHS","scolaire soutien maths"
"nous vous proposons d'investir dans l'immobilier ","cours maths particuliers"
"Cours de maths-PRIMAIRE AU SECONDAIRE","cours maths particuliers"
"Cours de physique-PRIMAIRE AU SECONDAIRE","physique cours particuliers"
"PROFESSEUR CERTIFIÉ ET EXPÉRIMENTÉ-MATHS","professeur expérimenté donne"
"AIDE-SOUTIEN SCOLAIRE EN MATHS","scolaire soutien maths"
"Cours informatique","informatique formation initiation"
"Assistante Maternelle à Méry sur Oise","cours maths particuliers"
"Voiture en location","cours maths particuliers"
"PROMENADE DE CHIEN","cours maths particuliers"
"PROMENADE DE CHIEN","cours maths particuliers"
"Cours d'électronique","cours maths particuliers"
"Cours d'informatique","informatique formation initiation"
"Cours de maths","cours maths particuliers"
"Cours de physique","physique cours particuliers"
"Remplacement de plaquettes de voiture","cours maths particuliers"
"Cours soutien scolaire/aide aux devoirs","aide devoirs soutien"
"cherche professeur de langue","professeur expérimenté donne"
"Doctorante pédagogue - cours anglais","anglais cours particuliers"
"Doctorante pédagogue -cours informatique","informatique formation initiation"
"Doctorante pédagogue propose cours Maths","cours maths particuliers"
"Doctorante pédagogue propose cours Phys","cours maths particuliers"
"Aide aux devoirs sur Agen","aide devoirs soutien"
"Cours d'Anglais-Espagnol sur Agen","espagnol cours particuliers"
"Cours de Français-Littérature sur Agen","français cours étrangers"
"Cours de Mathématiques sur Agen","mathématiques cours particuliers"
"Cours-Remise à niveau en Maths","cours maths particuliers"
"Cours-Remise à niveau en Physique","physique cours particuliers"
"Cours de maths","cours maths particuliers"
"SOUTIEN SCOLAIRE ET AIDES AUX DEVOIRS","scolaire soutien maths"
"SOUTIEN SCOLAIRE ET AIDES AUX DEVOIRS","scolaire soutien maths"
"Coaching scolaire","scolaire soutien maths"
"cours particuliers en maths","cours maths particuliers"
"Cours d'histoire - géographie","histoire géographie cours"
"Cours d'initiation - droit plublic","cours maths particuliers"
"Cours de français - primaire à terminale","français cours étrangers"
"Cours de LATIN -Primaire à terminale","cours maths particuliers"
"Cours de philo - primaire à terminale","cours maths particuliers"
"Professeur Particulier d'anglais","anglais cours particuliers"
"Professeur Particulier Economie","professeur expérimenté donne"
"Professeur Particulier français","français cours étrangers"
"Soutien scolaire - Primaire à Terminale","scolaire soutien maths"
"Cours et soutien en maths","scolaire soutien maths"
"Cours et soutien en sciences","scolaire soutien maths"
"Cours/soutien scolaire-Primaire-collège","scolaire soutien maths"
"Professeur d'Anglais se déplace ","professeur expérimenté donne"
"Prof gestion financière tous niveaux","niveaux cours maths"
"Cours de Maths de lycées jusqu'à Bac +5","cours maths particuliers"
"Préceptrice expérimentée aide enfants descolarisés","aide devoirs soutien"
"Préceptrice expérimentée aide enfants descolarisés","aide devoirs soutien"
"Préceptrice expérimentée aide enfants déscolarisés","aide devoirs soutien"
"cours français","français cours étrangers"
"Mercatique / Economie / Droit / Maths","cours maths particuliers"
"Etudiante Ingénieur donne cours de maths","cours maths particuliers"
"Etudiante Ingénieur pou cours d'anglais","anglais cours particuliers"
"Etudiante Ingénieur pour cours d'italien","cours maths particuliers"
"Cours de dessin","cours maths particuliers"
"MATHS-TOUTES SECTIONS-LYCEE","cours maths particuliers"
"cours particuliers maths/physique","physique cours particuliers"
"Cours de chimie-collège et lycée","chimie cours collège"
"Cours de physique-niveau collège","physique cours particuliers"
"Cours de SVT-collège et lycée","lycée collège maths"
"Cours en maths-niveau collège","lycée collège maths"
"Cours/soutien à domicile en anglais","anglais cours particuliers"
"Aide aux devoirs - Soutien scolaire","aide devoirs soutien"
"Cours de physique","physique cours particuliers"
"Professeur de mathématiques","mathématiques cours particuliers"
"Cours d'italien","cours maths particuliers"
"Russe facile","cours maths particuliers"
"Cours français - du CP à la 3ème","français cours étrangers"
"Cours informatique- Excel","informatique formation initiation"
"Cours informatique- PowerPoint","informatique formation initiation"
"Cours informatique- Word","informatique formation initiation"
"Cours Particuliers de Chinois","cours maths particuliers"
"Cours de  maths tous niveaux","niveaux cours maths"
"COURS DE chimie tous niveaux","niveaux cours maths"
"COURS DE physique tous niveaux","niveaux cours maths"
"Cours particulier IDF","cours maths particuliers"
"Préparation intensive maths sup & spé","cours maths particuliers"
"Cours particuliers en chimie","chimie cours collège"
"cours particuliers en maths","cours maths particuliers"
"Cours particuliers en physique","physique cours particuliers"
" Méthodologie collège / lycée","lycée collège maths"
"Professeur retraité-cours d'Allemand","professeur expérimenté donne"
"Professeur retraité-cours de français","français cours étrangers"
"Professeur retraité-cours de maths","professeur expérimenté donne"
"Peintre diplômée des Beaux-Arts Paris donne cours","cours maths particuliers"
"Etudiante donne cours anglais","anglais cours particuliers"
"Etudiante donne cours de soutien","cours maths particuliers"
"Cours particuliers Français ","français cours étrangers"
"Cours particuliers- anglais","anglais cours particuliers"
"Cours particuliers-espagnol débutant","espagnol cours particuliers"
"Élève ingénieur - cours de PHYSIQUE","physique cours particuliers"
"Elève ingénieur pour cours de français ","français cours étrangers"
"Cours d'électronique","cours maths particuliers"
"Cours d'électrotechnique","cours maths particuliers"
"cours de CHIMIE","chimie cours collège"
"Cours de Mathématiques ","mathématiques cours particuliers"
"Cours de physique","physique cours particuliers"
